OBJECTID,COUNTYNBR,NAME,COUNTYSEAT,SHORTDESC,UPDATED,FIPS,ENTITYNBR,SALESTAXID,IMSCOLOR,MINNAME,POPLASTCENSUS,POPLASTESTIMATE,UGRCODE,GNIS,GlobalID,Shape__Area,Shape__Length
238,26,Midway,0,MIDWAY,11/21/2022 12:00:00 AM,49820,3030,011,2, ,6003,6217,MWY,1430310,919e60aa-539f-429c-abe1-28acdc5586ff,27775849.5150681,48578.9567184818
239,09,Escalante,0,ESCALANTE,1/14/2016 12:00:00 AM,23750,3040,005,2,Escalante,786,821,ESC,1440956,285e6cd8-85ef-422d-9a61-627809b606d2,13687035.4626329,27231.6015946964
240,16,Marysvale,0,MARYSVALE,9/27/2010 12:00:00 AM,48610,3040,007,4, ,356,416,MSV,1443220,cacc7305-f60a-4274-a178-494e388457e4,76021070.7695313,41409.9934302067
241,29,Pleasant View,0,PLEASANT VIEW,9/27/2010 12:00:00 AM,61150,3070,031,1, ,11083,11258,PVW,1444486,f6acef9a-3785-4cba-805d-2c848c852efa,32224395.7070313,33894.7647207768
242,25,Woodland Hills,0,WOODLAND HILLS,11/4/2000 12:00:00 AM,85050,3200,125,3, ,1521,1553,WDL,1455585,05da1e2a-7736-4129-a211-cc77f16e1c7a,11355343.0254078,17915.5786693273
243,25,Draper,0,DRAPER CITY (UTAH CO),7/18/2011 12:00:00 AM,20120,3045,029,1,Draper City,51017,50731,DRA,1427473,b36da132-e120-46e7-aa26-0f5acaac0464,28742562.3085938,36539.9814039222
244,29,Riverdale,0,RIVERDALE,6/17/2022 12:00:00 AM,64010,3080,036,3, ,9343,9285,RVD,1444992,be3ba0e5-cad4-4b6c-8cb3-702c5ed9298b,21083990.578125,26774.2933107455
245,03,Lewiston,0,LEWISTON,3/28/2024 12:00:00 AM,44760,3060,036,3, ,1939,1960,LEW,1442573,e4ccf998-f23a-4dfe-b3a1-6428cd7a332c,121961131.845078,70799.0417429236
246,03,Nibley,0,NIBLEY,11/17/2025 12:00:00 AM,54660,3110,098,1, ,7328,7926,NIB,1443818,a72a6737-8a82-4911-b6fc-a20f9cd30f34,21288012.0410142,39967.1527470333
247,26,Wallsburg,0,WALLSBURG,5/17/2019 12:00:00 AM,80970,3040,014,1, ,290,297,WBG,1446968,ebbcb25c-60d7-4e7f-a410-e1e2f2226e7b,2818567.359375,9495.96464097051
248,26,Interlaken,0,INTERLAKEN TOWN,5/28/2015 12:00:00 AM,37924,3027,,4,Interlaken,179,166,INT,2783908,bd1b7cf1-99d7-46ec-b69e-69f72f1972d4,1010430.31503296,6085.25320052435
249,21,Elsinore,0,ELSINORE,5/17/2021 12:00:00 AM,22650,3030,014,1, ,802,865,ELS,1440921,03924f2c-d0a6-4558-9592-26273b9e1c73,11293024.7036705,18149.9804915346
250,21,Richfield,1,RICHFIELD CITY,2/23/2026 12:00:00 AM,63570,3090,034,4,Richfield,8201,8220,RIC,1444889,853bb3fc-714d-4aa5-968a-f58b9e2945fc,26478383.6771164,62168.3174600155
251,26,Hideout,0,HIDEOUT (WASATCH),11/4/2020 12:00:00 AM,35120,3024,020,3,,922,1315,HDT,2519168,01cd1179-8c6f-444f-9447-5e489218c628,21146979.6408386,37515.5163635104
252,23,Erda,0,ERDA,6/28/2022 12:00:00 AM,23640,,,3,City of Erda,,,ERD,,b96e9c62-2d80-4160-aa09-0c5c885e52e1,182716217.697243,103267.765044062
253,23,Lake Point,0,LAKE POINT,12/21/2022 12:00:00 AM,,,,4,Lake Point,,,,,6d55d3ef-f476-4cf1-a504-de8c15b8f7a1,20665274.9827576,33677.5619195945
254,18,Magna City,0,MAGNA CITY,8/9/2024 12:00:00 AM,47290,3903,,2,,,,,,d0b74441-195d-4c53-884d-0da43491761c,169202071.569962,95438.7730887595
255,18,Emigration Canyon,0,EMIGRATION CANYON,7/16/2024 12:00:00 AM,22875,3901,,2,Emigration Canyon,1466,1484,,,d17cd329-ec2b-4e6b-8302-7079f9bcd14a,82398919.9179688,43970.7040667015
256,18,Kearns,0,KEARNS,8/27/2024 12:00:00 AM,40470,3902,,1,Kearns,36723,37249,KMT,,8107a49f-92be-45da-82fa-2f5a354ba43f,20857128.890625,23112.1958786051
257,18,Copperton,0,COPPERTON,8/20/2024 12:00:00 AM,15720,3900,,4,Copperton,829,840,CMT,,f026bf35-5908-4ad0-951c-25f8e72daac9,1407033.2578125,8080.14176439563
258,18,White City,0,WHITE CITY,8/26/2024 12:00:00 AM,84050,3904,,3,White City,5522,5598,WMT,,ce373bcd-ca5b-46f6-b86a-7cbbc3c5d283,3930916.25390625,18516.503459416
259,03,Logan,1,LOGAN CITY,2/16/2023 12:00:00 AM,45860,3070,038,4,Logan,,,LOG,1442849,dbf981e4-10b8-44a1-a8b5-34800ecfdab2,87233484.5976563,105278.056984667
260,29,Ogden Valley City,0,OGDEN VALLEY,1/12/2026 12:00:00 AM,56320,,,2,,,,,,eb403501-cff7-4faf-938a-eb357099143b,290417643.351563,182220.698596716
261,25,Spring Lake,,SPRING LAKE,1/16/2026 12:00:00 AM,72175,,,2,,,,,,f6563037-abcb-481d-8958-ec685811204b,8305619.89453125,33463.9385266729
